1
1,0.038207,0.036471,0.998602,0.000192,0.002171
2
1,0.007216,0.006647,0.999952,0.000026,0.000095
0,0.000399,0.000339,1,0.000006,0.00002
5
0,0.096032,0.091843,0.991132,0.000187,0.000299
1,0.000244,0.000244,1,0.000008,0
0,0.005915,0.005567,0.999967,0.00004,0.000348
0,0.015057,0.012046,0.999809,0.000602,0.003011
0,0.000048,0.00004,1,0.000001,0
1
1,0.005052,0.004845,0.999975,0.000015,0.000069
1
1,0.001635,0.001635,0.999997,0.000056,0.000068
5
0,0.693103,0.693103,0,0,0.19803
0,0.001902,0.001585,0.999997,0.000079,0
0,0.000027,0.000027,1,0.000004,0
1,0.707107,0.707107,0,0,0
0,0.000037,0.000037,1,0.000004,0
12
1,0.020019,0.017394,0.999648,0.000115,0.000985
0,0.000659,0.000585,1,0.000004,0.000073
0,0.024143,0.019314,0.999519,0.000175,0.002414
0,0.184946,0.180836,0.965828,0.000336,0.01644
0,0.09684,0.085219,0.991644,0.000165,0.001291
0,0.030767,0.024338,0.999229,0.000069,0.001837
0,0.004129,0.003472,0.999985,0.000011,0.000188
0,0.003994,0.003994,0.999983,0.000028,0.001597
0,0.126632,0.126632,0.983833,0.000749,0
0,0.009282,0.007695,0.999927,0.000047,0.000366
0,0.013453,0.012915,0.999826,0.000056,0
0,0.001575,0.000787,0.999998,0.000057,0
2
0,0.001815,0.001576,0.999997,0.000006,0
1,0.01307,0.012136,0.999841,0.000065,0
2
0,0.012204,0.010461,0.999869,0.000488,0.001743
1,0.005929,0.005929,0.999965,0.00002,0.000468
1
1,0.00145,0.001214,0.999998,0.000018,0.000101
10
0,0.00046,0.000307,1,0.000015,0
0,0.00026,0.00026,1,0.000005,0
0,0.000285,0.00019,1,0.00001,0
0,0.000306,0.000153,1,0.00004,0
0,0.000028,0.000028,1,0.000001,0
0,0.000142,0.000095,1,0.000005,0.000047
0,0.707107,0.707107,0,0,0
0,0.000079,0.000079,1,0.000005,0
1,0.001799,0.001799,0.999997,0.000012,0
0,0.017611,0.017611,0.999688,0.000033,0.002072
3
0,0.023977,0.022294,0.999464,0.000044,0
0,0.000908,0.000908,0.999999,0.000056,0
1,0.057192,0.057192,0.996724,0.000055,0
2
1,0.021808,0.021808,0.999523,0.000131,0.001817
0,0.007218,0.006886,0.99995,0.000052,0.000166
3
0,0.000285,0.000285,1,0.000006,0.000057
0,0.006706,0.006706,0.999954,0.000117,0.00149
1,0.042158,0.035592,0.998476,0.000069,0.001037
5
0,0.003397,0.003209,0.999989,0.000109,0
0,0.039733,0.03743,0.998508,0.00027,0.001728
0,0.058098,0.058098,0.996608,0.001411,0.004469
0,0.004598,0.004598,0.999979,0.000418,0
1,0.013275,0.012385,0.999835,0.000044,0.000297
3
0,0.087673,0.078727,0.993032,0.000771,0.001789
1,0.004212,0.003261,0.999986,0.000013,0.000102
0,0.014149,0.011319,0.999836,0.000297,0
2
0,0.019225,0.01538,0.999689,0.00069,0.003845
1,0.002343,0.002151,0.999995,0.000018,0.000048
2
0,0.006379,0.005606,0.999964,0.000053,0
1,0.005709,0.005709,0.999967,0.000021,0
8
0,0.736561,0.676362,0,0,0.003541
1,0.207509,0.188116,0.959973,0.000739,0.001939
0,0.01305,0.01305,0.999829,0.00014,0.001004
0,0.038121,0.0349,0.998663,0.000297,0.000537
0,0.00571,0.005537,0.999968,0.000069,0.000173
0,0.049875,0.049875,0.997509,0.000271,0
0,0.013129,0.011962,0.999842,0.00017,0.000292
0,0.012258,0.010507,0.99987,0.000432,0
6
1,0.025759,0.023795,0.999385,0.00004,0
0,0.014797,0.014304,0.999788,0.000081,0
0,0.000872,0.000872,0.999999,0.000013,0
0,0.000865,0.000865,0.999999,0.000063,0
0,0.000435,0.000435,1,0.000015,0
0,0.064588,0.063715,0.995876,0.000122,0
1
1,0.001097,0.001033,0.999999,0.000018,0
1
1,0.004775,0.00382,0.999981,0.000259,0
3
0,0.000431,0.000383,1,0.000015,0.000096
0,0.0005,0.0005,1,0.000013,0.000125
1,0.007689,0.007021,0.999946,0.000095,0.000669
4
1,0.016485,0.015447,0.999745,0.000038,0.00026
0,0.011002,0.010687,0.999882,0.000016,0.001257
0,0.002967,0.002609,0.999992,0.00001,0
0,0.801784,0.534522,0,0,0.267261
1
1,0.000083,0.000083,1,0.00001,0
1
1,0.001171,0.00018,0.999999,0.000047,0
2
0,0.003238,0.003035,0.99999,0.000018,0.000101
1,0.001077,0.001003,0.999999,0.000021,0.000111
2
0,0.000398,0.000358,1,0.000031,0.000239
1,0.012667,0.011916,0.999849,0.000049,0.000281
1
1,0.059054,0.05037,0.996977,0.000572,0.003474
8
0,0.034305,0.032287,0.998888,0.000224,0.002018
0,0.021704,0.01889,0.999586,0.000074,0.000402
0,0.232087,0.232087,0.944539,0,0.010795
0,0.000731,0.000585,1,0.00001,0
0,0.005725,0.005725,0.999967,0.000456,0
0,0.209953,0.202177,0.956453,0.000251,0.015552
0,0.002738,0.002738,0.999992,0.000037,0.000228
1,0.004925,0.004925,0.999976,0.000106,0.000492
1
1,0.003623,0.001812,0.999992,0.00012,0
2
1,0.102256,0.096413,0.990006,0.000081,0.011686
0,0.000089,0.000089,1,0.000002,0
1
1,0.001886,0.001467,0.999997,0.000022,0.00006
8
0,0.001143,0.001067,0.999999,0.000014,0
0,0.000459,0.000434,1,0.000006,0.000051
0,0.732793,0.680451,0,0,0
0,0.001881,0.000941,0.999998,0.000096,0
0,0.00061,0.000436,1,0.000005,0
0,0.000675,0.000675,1,0.000007,0.000113
1,0.000295,0.000295,1,0.000002,0.000042
0,0.021372,0.016515,0.999631,0.000123,0.002914
1
1,0.003852,0.003677,0.999986,0.000092,0.000525
2
0,0.055633,0.048737,0.997261,0.000219,0.00092
1,0.8,0.6,0,0,0
3
0,0.014713,0.013375,0.999794,0.000087,0.004013
0,0.002111,0.001885,0.999996,0.000026,0.000603
1,0.024139,0.021529,0.999476,0.000065,0.001305
1
1,0.001465,0.001465,0.999998,0.000018,0.000209
2
1,0.061993,0.052389,0.996698,0.000137,0.002183
0,0.001754,0.001754,0.999997,0.000043,0
4
0,0.001435,0.001435,0.999998,0.000139,0
0,0.707107,0.707107,0,0,0
1,0.000741,0.000741,0.999999,0.000077,0
0,0.010264,0.009409,0.999903,0.000185,0
1
1,0.000582,0.000382,1,0.000008,0
3
1,0.00664,0.004724,0.999967,0.000055,0.000511
0,0.00079,0.000724,0.999999,0.000009,0.000263
0,0.004128,0.002463,0.999988,0.00001,0.000333
3
0,0.035267,0.033937,0.998798,0.000198,0.002662
0,0.000404,0.000353,1,0.000002,0.000025
1,0.090782,0.083739,0.992343,0.00016,0.001565
2
0,0.00056,0.000495,1,0.000001,0.000039
1,0.007256,0.005755,0.999957,0.000026,0.000167
2
0,0.000192,0.000048,1,0.000015,0
1,0.004235,0.004235,0.999982,0.000101,0.000235
2
0,0.000424,0.000398,1,0.000007,0.000027
1,0.001041,0.001041,0.999999,0.000022,0.000208
2
0,0.00251,0.00251,0.999994,0.000011,0.000037
1,0.023154,0.02099,0.999512,0.000056,0.000216
3
0,0.000008,0.000008,1,0,0
0,1,0,0,0,0
1,0.004388,0.004268,0.999981,0.000006,0.00008
14
0,0.006489,0.006224,0.999959,0.000012,0.001192
0,0.015354,0.015354,0.99976,0.000109,0.002953
0,0.018085,0.01641,0.999692,0.000024,0.004354
0,0.005412,0.005273,0.999971,0.00002,0.000833
0,0.006058,0.005702,0.999964,0.000016,0.001782
0,0.053787,0.04984,0.997284,0.000083,0.006908
0,0.83205,0.5547,0,0,0
0,0.00792,0.00792,0.999935,0.000035,0.00198
0,0.055688,0.043031,0.997315,0.000141,0.02025
0,0.003464,0.003118,0.999989,0.000009,0.000346
0,0.010338,0.009625,0.999899,0.000014,0.001426
0,0.015729,0.015729,0.99974,0.000056,0.005033
0,0.002242,0.002242,0.999994,0.00007,0.001495
1,0.02569,0.021546,0.99941,0.00011,0.007458
1
1,0.000721,0.000651,1,0.000004,0.000023
1
1,0.067516,0.033758,0.996984,0.000485,0.018004
4
0,0.004329,0.004329,0.999981,0.000318,0
0,0.006451,0.006451,0.999958,0.000291,0
0,0.003676,0.003676,0.999986,0.000129,0
1,0.028283,0.028283,0.9992,0.000035,0.000218
2
0,0.177219,0.167374,0.969784,0.001515,0.009846
1,0.013265,0.012186,0.999838,0.00006,0.000463
1
1,0.00913,0.008034,0.999926,0.000164,0.000365
3
0,0.00014,0.00012,1,0.000006,0
0,0.000496,0.000496,1,0.000018,0
1,0.185193,0.175777,0.966772,0.000294,0.012555
1
1,0.002831,0.002265,0.999993,0.000086,0
7
0,0.000512,0.000512,1,0.000007,0
0,0.001754,0.001754,0.999995,0.000146,0.001754
0,0.0204,0.0204,0.99958,0.000125,0.002914
0,0.000121,0.000121,1,0.000002,0
0,0.000354,0.000354,1,0.000064,0
0,0.004644,0.00387,0.999982,0.00004,0
1,0.020742,0.019755,0.999589,0.000107,0.000988
1
1,0.000165,0.000165,1,0.000015,0
1
1,0.002302,0.002302,0.999995,0.000148,0
3
0,0.738433,0.651558,0,0,0.173749
1,0.136346,0.129791,0.981951,0.000115,0.018354
0,0.009534,0.00909,0.999913,0.000019,0.001109
1
1,0.000154,0.000154,1,0.000011,0
1
1,0.00176,0.000978,0.999998,0.000059,0
1
1,0.000102,0.000088,1,0.000005,0.000015
1
1,0.099908,0.084537,0.991392,0.003843,0
1
1,0.00005,0.00005,1,0.000019,0
2
0,0.024949,0.020413,0.999466,0.000092,0.005292
1,0.002395,0.002395,0.999994,0.000018,0.000202
4
0,0.666667,0.666667,0,0,0.333333
0,0.000334,0.000334,1,0.000003,0.000042
0,0.002332,0.001866,0.999996,0.000033,0
1,0.008274,0.007806,0.999935,0.000023,0.000624
5
0,0.000705,0.000705,1,0.000006,0.000059
0,0.0036,0.0036,0.999987,0.000021,0
0,0.8,0.6,0,0,0
0,0.000189,0.000189,1,0.000005,0
1,0.00022,0.00022,1,0.000007,0.000073
1
1,0.025691,0.022303,0.999421,0.000155,0.000565
2
1,0.252077,0.242274,0.936885,0.00045,0.002801
0,0.784214,0.619116,0,0,0.041274
2
0,0.051033,0.047843,0.997535,0.00009,0.005582
1,0.142589,0.142589,0.979108,0.000401,0.026141
1
1,0.00202,0.001709,0.999997,0.000006,0.000022
2
0,0.423081,0.405204,0.810408,0.003973,0.005959
1,0.0002,0.000196,1,0,0.000014
1
1,0.003376,0.002986,0.99999,0.000038,0
2
1,0.007802,0.007802,0.999939,0.000036,0.000094
0,0.787454,0.616268,0,0,0.011412
9
0,0.039404,0.033775,0.996365,0.000106,0.06755
0,0.014357,0.014357,0.999786,0.000167,0.003916
0,0.016946,0.008473,0.99982,0.000413,0
0,0.019921,0.014488,0.999697,0.000155,0
0,0.00813,0.00813,0.999934,0,0
0,0.017847,0.017847,0.999432,0.000297,0.022309
0,0.000876,0.000796,0.999999,0.000016,0.000478
0,0.000247,0.000247,1,0.000003,0.000185
1,0.007721,0.006551,0.999947,0.000053,0.002106
1
1,0.003327,0.003327,0.999989,0.000092,0
1
1,0.744845,0.579324,0,0,0.331042
2
0,0.004062,0.004062,0.999983,0.000124,0
1,0.013118,0.0122,0.999839,0.000057,0.000394
1
1,0.001732,0.001732,0.999997,0.000035,0.000144
8
0,0.071845,0.064154,0.995325,0.000048,0.007128
0,0.005,0.005,0.999954,0.000033,0.006428
0,0.018526,0.017721,0.999608,0.000036,0.011277
